user_id,review_id,,votes_cool,business_id,votes_funny,stars,date,type,votes_useful
UsULgP4bKA8RMzs8dQzcsA,UpWiRCcJJMAcL_h7OzYrJQ,,5,Oz1w_3Ck8lalmtxPcQMOIA,3,5,2008-04-03,review,5
rPGZttaVjRoVi3GYbs62cg,uW8dgQ1UPfRNmScbmbMJiQ,,2,Oz1w_3Ck8lalmtxPcQMOIA,2,5,2008-04-04,review,3
APLIPfq1Rf8QyhHHk2uAyA,0yh0WJSVn2ynKV2nApDhRw,,5,Oz1w_3Ck8lalmtxPcQMOIA,2,5,2008-04-07,review,3
#NAME?,OIp5gapOlB6B9EBCMgUf_A,,4,Oz1w_3Ck8lalmtxPcQMOIA,5,4,2008-04-09,review,4
tlSSQwfHYJany7wPoTH46A,zSK3XA7MVvXR7wxcLV_ezw,,2,Oz1w_3Ck8lalmtxPcQMOIA,4,5,2008-04-16,review,6
x5ve4LVa-iIfZ65Qe9Pqvg,HQZn-TQVkuuVpZzy08PWlA,,3,HhNY3X0kyrN5682La6N6Cg,2,5,2008-04-20,review,3
RMX11FC48KZTYIeExtGUCw,_sIfNHRy5vdfaqYemEsP1w,,2,tqDwpyCB53TiEIv915Tuww,0,3,2008-04-21,review,1
4_YfcfHkCem1onJFkItxjA,oYlLqNgl3Z47JrHAdmwbVA,,5,Oz1w_3Ck8lalmtxPcQMOIA,5,4,2008-04-22,review,6
6WrOT1dj6sigl_voiwQ7HA,mn1L3Xz7qd5yxHpAcg67kQ,,1,bkm38p8gjvYqzNROj3oYrQ,1,5,2008-04-29,review,3
Fahsv0-Iiq-Bf99ztJQz9Q,0xrUeItlRLnJZRRfVaRR1g,,0,bqYrEwL5xjqv0u8XAij--Q,0,3,2008-04-30,review,0
MmPOU8kbuwkE4NedXe-qZw,cGzKwaNWgQWRQihrCpGI3w,,4,tqDwpyCB53TiEIv915Tuww,1,4,2008-05-14,review,4
eie5IA4dRXcBk4fgv_JHDQ,tzg8ouVkZmMp5oXXuY_MvA,,4,3NqERLqdtQSe0w9540rZrQ,0,5,2008-05-16,review,2
WmAyExqSWoiYZ5XEqpk_Uw,ekLQh0V6hNzBfAQdorx0SQ,,3,qkc9xYbOFDLhPyA6Kdr8lQ,1,4,2008-05-21,review,7
jdoGEEy5s-5L1O_lNzEi2g,WYdO_GgFHEKO6_ntRDhPyQ,,1,f9eFteZuBoZqzYg5UUrufw,1,3,2008-06-20,review,3
L3nyH2yeJRNahm0xepL1yQ,#NAME?,,1,qkc9xYbOFDLhPyA6Kdr8lQ,0,5,2008-07-01,review,1
3CcA1joMyDwWw3en9H6ecg,riQ7XI8qxazjAorp8ehH7w,,1,Oz1w_3Ck8lalmtxPcQMOIA,0,4,2008-07-03,review,1
mmQAW7F-77VeTU5_1DUZ6A,tCqw7lzmfg3f6txRTC6Uew,,2,tqDwpyCB53TiEIv915Tuww,0,5,2008-07-04,review,3
MwJVSTsUB-htphNZaIC43g,bA0tQ4A4m3RxdkVKtlMppg,,2,Oz1w_3Ck8lalmtxPcQMOIA,1,1,2008-07-07,review,2
SBbftLzfYYKItOMFwOTIJg,xKTrNn9hK0DZars4o2qkLw,,2,gWQlTK3o29rZGlw2YLUnhA,0,4,2008-07-08,review,3
0y9qZZLauQ3sPp-G-NcE7Q,pD2jaYeagwJ4P398jCbgpg,,0,bqYrEwL5xjqv0u8XAij--Q,0,4,2008-07-12,review,3
#NAME?,OHhi5czl35j1zoTGr57naQ,,1,RUZvUPOn90ScX60eETwcCw,1,4,2008-07-18,review,2
K2TQ1HBU51Y8i6MCDI7gLQ,tMgKEkE3N4qEZ9_NbDEoaQ,,3,f9eFteZuBoZqzYg5UUrufw,4,4,2008-07-22,review,2
JBMs9ehp7HjFqu0awzCEeg,1WZmN97-f2ofV5x4VvmwjA,,1,vQo_kFaVjVa9H_nhRCz-Dw,1,4,2008-07-30,review,1
7GC9fVWKa4a1ZmBGLH6Uww,bngFuVhsD_uQTJWKAM5rig,,5,gWQlTK3o29rZGlw2YLUnhA,5,4,2008-08-06,review,6
waD2euOMPTnTzQ0thq3H6Q,PofjoGGfo8Od0xtOHu9gzA,,4,3NqERLqdtQSe0w9540rZrQ,3,5,2008-08-08,review,5
pJK1iS2seiKKNpigBHw8tA,1nCcE1LTyVHujUXxSOOsWA,,1,R1RjCYfRZm9inTDQVVpUGQ,1,5,2008-08-16,review,2
N98mJQDzTjzT216SFVeBDQ,JgprUIvez5e7DZ_CKOcNnw,,2,e9nN4XxjdHj4qtKCOPq_vg,1,4,2008-08-18,review,2
waD2euOMPTnTzQ0thq3H6Q,#NAME?,,2,PX3e3qtBx_5VC3vqq47jpQ,2,4,2008-08-18,review,2
qwu5B9anH4AlEtau0K-6aQ,lkFLQkLIi_ef5CjrRSb1FA,,6,3NqERLqdtQSe0w9540rZrQ,7,5,2008-08-27,review,4
cXhs6BawP6L_V59zKb9dOw,dyeFotPr2J-WFPrA6oWruw,,0,HhNY3X0kyrN5682La6N6Cg,1,5,2008-08-31,review,1
fczQCSmaWF78toLEmb0Zsw,YLkiq19PL9Rdh8JQIJ8TCg,,7,jf4RUa9EQO37hqxRCxbEXQ,4,5,2008-09-03,review,5
RsS6jUNram-5svM78_fdbw,nvJoSShHFgDEy9XsUisujg,,1,aNT8asMBtMhc35a9EH7zrw,1,3,2008-09-04,review,0
701j1i0oYs6WNIhosqTlEQ,ktYg9fjMzq0hkeKMpjVhBQ,,0,F3tMbFB1PWpiwEZmVYSxcA,0,3,2008-09-04,review,0
yoKQVHgaHxOlxm7IDvFarQ,7EmN0o2-570uYajW1-uedA,,4,Y1sSdaeuicOzR87DIREinw,1,4,2008-09-05,review,4
cXhs6BawP6L_V59zKb9dOw,Ppd9AOMSCWSNOucsyoIW6g,,3,f9eFteZuBoZqzYg5UUrufw,1,5,2008-09-22,review,4
Ovac_Bws19DOy2_ai3WzeA,TaLnv40D99JimeXXt89-oQ,,3,gWQlTK3o29rZGlw2YLUnhA,2,4,2008-10-08,review,3
th2B9oqcKUr-FnulGz7nMA,opRDA3OLmsotFoqAt4DyEw,,0,fCfHTImR20vtL1koU_H9eQ,0,4,2008-10-11,review,1
bAkTbEX0pIHjvIDTkOyWlQ,atB1bMtgOqkMFRFKvfhgOA,,0,bqYrEwL5xjqv0u8XAij--Q,0,4,2008-10-13,review,0
waD2euOMPTnTzQ0thq3H6Q,Xg1XW83PUBLevrv5yPURog,,1,Cota2ttLUjoKhFU6ukYqSA,1,4,2008-10-28,review,1
cZafRbHIiObaMZEhSEOOxw,UpwPD7iVxLlHhWP7lH0kWg,,1,Oz1w_3Ck8lalmtxPcQMOIA,1,4,2008-11-02,review,2
1sIP6D-sLgqRfelzY1HkTA,37CndDjSX03CmABrraNqww,,4,hdxDwMNNfclcUVYLX-cN_Q,3,4,2008-11-05,review,5
fczQCSmaWF78toLEmb0Zsw,IKDLjfXA-9cYOmIsojaJdw,,10,gWQlTK3o29rZGlw2YLUnhA,3,4,2008-11-11,review,15
ZT-X6uq5-hiA4JFC64kIUQ,gv5vfu92A4hWiAMrajFEDQ,,1,KlT-sy8AvL8zq3nPVjMPUA,1,5,2008-11-14,review,1
RMX11FC48KZTYIeExtGUCw,toRdXd74a5Dnis4kSeejpw,,2,wK2RM163ByHaGixGn_UzuA,0,3,2008-11-17,review,1
EcfsIPRE8TT09K-2bLF_kA,KgrWkdO3QrLvJlNTK6LmWA,,1,tqDwpyCB53TiEIv915Tuww,1,5,2008-11-18,review,1
WmAyExqSWoiYZ5XEqpk_Uw,tlKfjyo8PX0FZtw9lOjqkg,,0,d7lu4pULWjS02FR-bQJLqQ,0,1,2008-11-26,review,0
FLPQJhAULZ7ilOUPiP_kGw,u_OUAEnivteJRphNrFcHZA,,2,3NqERLqdtQSe0w9540rZrQ,2,5,2008-11-29,review,2
lPaYMDmJbAnv_3pmZH_inw,xPUNnH331n3H85Du49uX1w,,2,Cota2ttLUjoKhFU6ukYqSA,0,1,2008-11-29,review,6
0bNXP9quoJEgyVZu9ipGgQ,QrjnKu2MfaiXPNkqTLh0Mw,,3,yC3ydbHAJTZ22FZp4LynFg,1,3,2008-12-03,review,3
MOQCD2EBU9YVyt0anea4UQ,JqAehBK1Ucuk7_jGccSS4A,,0,hdxDwMNNfclcUVYLX-cN_Q,0,4,2008-12-11,review,0
#NAME?,i7o8ZOhralA62xGLDM3Ueg,,2,MhH1kl9faN3RvIO4ptumTg,2,2,2008-12-11,review,1
0bNXP9quoJEgyVZu9ipGgQ,MCyzVrI-Z6bBykleNtzzrQ,,2,HhNY3X0kyrN5682La6N6Cg,1,3,2008-12-14,review,2
N9_dBF5tsC5exdVaV5l2Sg,vSIJ_laUuUNcyAVv6gz5eA,,0,bqYrEwL5xjqv0u8XAij--Q,0,5,2008-12-22,review,0
Kn0ZcK2GyIEkbG3w4xORtg,Rg4wZ7Q0OADiQcv5jdLeWQ,,1,ruA8DUnrsRJ9H0hWhwQAqw,1,2,2008-12-26,review,1
VHQOmXUBs-qg2FfgFjyooA,QgjQxcXbgFFDlxPhXWhAOw,,1,bqYrEwL5xjqv0u8XAij--Q,1,4,2008-12-29,review,2
M_rUn8TIYxX2OLQEuC9faw,bzB3XNB6HmCwAAkBl1tFdw,,0,f9eFteZuBoZqzYg5UUrufw,1,2,2008-12-30,review,2
55ecDCpJIXzTWjEzMQ11Vg,r8Teqn0H9JvfFABLRVSHfQ,,2,tqDwpyCB53TiEIv915Tuww,1,5,2009-01-05,review,3
cXhs6BawP6L_V59zKb9dOw,9E86WidTTkEqs2xEwM0_3w,,1,tqDwpyCB53TiEIv915Tuww,1,5,2009-01-05,review,1
RMX11FC48KZTYIeExtGUCw,cm7Wc4HPtWxvfXNGBabzRA,,3,KlT-sy8AvL8zq3nPVjMPUA,0,4,2009-01-15,review,3
19FkHmJef18CJedDPgJ_yw,GuxIp3YpotMdBBpg7z8uwQ,,2,G2hKvBRIkE7LKdB_Uf5XIg,0,4,2009-01-24,review,2
z2aIK__6KMpQBx1czvv8BA,1R_2ZSemlanSeZxTMTAlSA,,0,Oz1w_3Ck8lalmtxPcQMOIA,0,5,2009-01-27,review,0
VH16pzDUZ763trRZirqT5w,3v3k3tizHFfm1IZ9X_fesw,,0,HWg7VdgA0E75C31uzmpO_w,0,2,2009-01-30,review,0
D4udabSXvSaiQFYEW-yKMQ,5ey-CRiPuMDxrO431uOdpQ,,4,_LYz2vdGyXsV-8b-_T47ag,3,4,2009-02-02,review,7
APLIPfq1Rf8QyhHHk2uAyA,hzgmvWdoSNxYe2LmBweKLg,,2,At8s2nEl6ms75r7JF7VJWg,1,5,2009-02-06,review,2
55ecDCpJIXzTWjEzMQ11Vg,bYu0iFkEaGQoy6VnMZvfdg,,3,tqDwpyCB53TiEIv915Tuww,4,5,2009-02-06,review,4
APLIPfq1Rf8QyhHHk2uAyA,YbqC6wnhU-GzQ7stTDh8Mw,,1,aQ9qHCd6OBIOvClTlnZrZg,0,4,2009-02-08,review,1
URY1LJnYztAQ8esqhoqz-g,_OOt0AxzqS-8l8qFwnEX6Q,,0,lmDV-oW_dNn8kGHBbuNzXg,0,5,2009-02-14,review,0
c3rGyts2bCr7NJ_561OpLA,8URBp_kJNkFEIIjwetx_nA,,2,e9nN4XxjdHj4qtKCOPq_vg,1,5,2009-02-18,review,2
o1HQEND6cg-4SK0Z1ASBMQ,2K8c78HDTSRgEF8kQdzK7g,,7,tqDwpyCB53TiEIv915Tuww,9,3,2009-02-22,review,7
tM9nH90xuXsucJ8qXcuUTg,ov-v-nnF2nLTTkhHpwyKGA,,5,uivZFAXPZT9IBEgs0qWX8g,6,3,2009-02-23,review,6
m8u49f6BQbnLBPujd6twaQ,ayOw9_5XWSwo2wvDgC9R9g,,0,lmDV-oW_dNn8kGHBbuNzXg,0,4,2009-02-28,review,0
6SR2bZ6RkqbzxlfB2dfc7Q,3OvqnOooPmBtXtQoVFWZ2g,,0,1ldDbggHHgPlj3k0SpBTKQ,0,1,2009-03-03,review,1
EAeDYcYll880spJ-6xIjJQ,ynub954o8cw_IDsuClW06Q,,0,qkc9xYbOFDLhPyA6Kdr8lQ,1,5,2009-03-04,review,0
RMX11FC48KZTYIeExtGUCw,ooXT9ut8kMd3P-zAS0zk-w,,1,tqDwpyCB53TiEIv915Tuww,1,4,2009-03-04,review,2
cH1lLTHReO6uDTif9bfOBA,gk1L69VJPLE8mtQP5z5RSw,,0,3NqERLqdtQSe0w9540rZrQ,0,5,2009-03-07,review,1
PNDrT4WXP-CpiPI878m_ww,vZPfvz0iI8Dadky0GBHVZQ,,1,lmDV-oW_dNn8kGHBbuNzXg,0,4,2009-03-07,review,3
FxxYCRPcpd__yhRRmmtyMQ,VVBCLtujLB7a0_Wig3J6qg,,1,5x3aA0DSo8nqU13IZyH79A,0,3,2009-03-08,review,3
cH1lLTHReO6uDTif9bfOBA,HH_zqAl6Q7f6hEv1fv2_QA,,0,HhNY3X0kyrN5682La6N6Cg,0,3,2009-03-08,review,0
waD2euOMPTnTzQ0thq3H6Q,gCz-Sfz_C5qtkcgOnBVGKQ,,3,gWQlTK3o29rZGlw2YLUnhA,2,5,2009-03-09,review,3
zTWH9b_ItSdLOK9ypeFOIw,I_14Ma47HaF3JSbIFqkBjQ,,3,hdxDwMNNfclcUVYLX-cN_Q,0,3,2009-03-13,review,4
BlLKSPOVNVozkOMFYNHdYw,BHG-KN3zYWmQBfX26CZxiA,,0,5vQr22h6RJm6-5zz9MLUtw,0,5,2009-03-15,review,0
P2kVk4cIWyK4e4h14RhK-Q,FiazqHTEhpDT8cvIGGlW-g,,6,R1RjCYfRZm9inTDQVVpUGQ,6,5,2009-03-16,review,8
Ps1Db9zOatoF_76FZNO5CQ,yis1LV-NiiLO_bpV7Gamsg,,1,KlT-sy8AvL8zq3nPVjMPUA,0,3,2009-03-20,review,3
55ecDCpJIXzTWjEzMQ11Vg,Yc0Ohq2TQ017kPhrYTfUWQ,,3,KlT-sy8AvL8zq3nPVjMPUA,3,5,2009-03-20,review,3
wRD-UOmN5K0dlX5aMjm5gQ,ivQfKH2rMPwrTe94--z45g,,5,R1RjCYfRZm9inTDQVVpUGQ,1,5,2009-03-22,review,5
nmh7Z99urzgy2xmh9v_pYA,gM8FhAuRNBH00-C20Y8gqw,,0,lmDV-oW_dNn8kGHBbuNzXg,0,4,2009-03-26,review,1
QUlZ0qEpV3eYeZx_jMtnoA,sBGkU2fiUgmR2QZOwOwNjw,,0,HhNY3X0kyrN5682La6N6Cg,0,4,2009-03-31,review,0
ndIFWr5xyiMMw71BllAcTA,zsKMIEyxW3T0Rd8faepxeQ,,0,N50HceZf1595UtU867u4uQ,0,5,2009-03-31,review,2
6SR2bZ6RkqbzxlfB2dfc7Q,3-8151Bnakze2zuchr7IfA,,1,qkc9xYbOFDLhPyA6Kdr8lQ,0,3,2009-04-01,review,1
a-VGrj5Ic6fBKOkgcy7P4g,Qc-1U71kGXD1fZkENT6TeQ,,0,HhNY3X0kyrN5682La6N6Cg,0,5,2009-04-03,review,0
hW2XQMGHy5_TW7dnijZR6Q,Osag78g3CBcojQMV7dpO8g,,1,HhNY3X0kyrN5682La6N6Cg,1,4,2009-04-13,review,1
XZNKjhR2zhY00j4QiZda_Q,f09dEV2Ee1kDoNV4RlzPLw,,2,3NqERLqdtQSe0w9540rZrQ,1,5,2009-04-15,review,1
BnYUMeLAoRVmtQVr-zTxnw,1rFt-wQ4WmOBpGkkDZDBig,,0,VzanL5PpILD73CDIeADHdg,0,5,2009-04-22,review,0
oolWxkuiaGjgh5wv6_Xh-w,yCvYbn2O5XzdPxFhGzbtdg,,0,rE8048_DAh3Z8Tep466wrA,0,3,2009-04-29,review,1
hYaLWF-gCxMMsTEMTMw-sQ,OkafWwnSeDaUH-8CdhG1DQ,,0,Dq6g0ubf267tWRU4BSk44A,0,2,2009-05-03,review,1
cH1lLTHReO6uDTif9bfOBA,#NAME?,,1,R1RjCYfRZm9inTDQVVpUGQ,0,3,2009-05-09,review,1
f5vgLcoKpFcTvD4lOUxcTQ,daiN3wrBHC8hFiT8HwmUzA,,0,gCo--CY5aUoByxUAET2cTw,0,3,2009-05-12,review,0
f5vgLcoKpFcTvD4lOUxcTQ,#NAME?,,0,qkc9xYbOFDLhPyA6Kdr8lQ,0,4,2009-05-12,review,0
LqgGgWi3FLHBViX9tmZ9sw,qcgyb4GwD_hMc10t7wO_4g,,1,3NqERLqdtQSe0w9540rZrQ,0,5,2009-05-15,review,1
bCLFdVfkAiZ7t1xDskb66Q,o9cGcoZWO5XI62pMOyt0Xw,,0,Ni9aqkG_fNWrH02VNlRhLQ,0,4,2009-05-18,review,1
f5vgLcoKpFcTvD4lOUxcTQ,r3zayl9BIAl3wuewcX422A,,0,6qnB6AQSur85BLx6c11dOA,0,3,2009-05-20,review,0
OVffArTHuWdQDWFGx0X71A,ev-Z-vEMw3lOqWuZrSJdCA,,2,3NqERLqdtQSe0w9540rZrQ,2,4,2009-05-22,review,1
uHQ2ZRacs1Zhi_38MQz2BQ,tM--aqr0kZdjrDFwO1BMVg,,1,Ggqoqg6AUdgCADUk4eDsDg,0,5,2009-05-29,review,1
Ewf-2BV0ApO6eRmwfenZ8Q,37R3aXZNTwot6qyIqG2RTA,,0,3NqERLqdtQSe0w9540rZrQ,0,5,2009-06-10,review,0
_7VcEa3xUpsc9XUTFCqlhg,SsI7_E7hAGvaaJtYYDmhZA,,0,lmDV-oW_dNn8kGHBbuNzXg,0,2,2009-06-11,review,1
uQLA7QwcvbbYARrSafUggQ,TpDr6mk_RJjHWIYQ1wAr3Q,,2,Z4YXlAavaSKyFPCxEuEqpg,2,1,2009-06-18,review,4
LqgGgWi3FLHBViX9tmZ9sw,XjSfHM5jq8-qnGhlsyenAg,,1,HhNY3X0kyrN5682La6N6Cg,0,4,2009-06-19,review,2
n4PmRYAvx2c6X0-fb9mT9Q,X2lQaeu99heHZ8haFOeyPw,,0,3NqERLqdtQSe0w9540rZrQ,0,5,2009-06-23,review,0
hwCzBS6H66yCcMoIX4HXTg,Pwic8XTokXQvALO70AqTLQ,,0,qbXEkNp310Mc0CIs0YJdSg,0,4,2009-06-29,review,0
E0WJRXk3uiwHiWiXG8kADA,VsmdRaRqdZ8-jCxyt6qNOw,,1,3NqERLqdtQSe0w9540rZrQ,1,5,2009-07-06,review,2
ygVrD4XDmLi5QAAq8M-NTA,PvpbEnPL23Kd28n62icTJA,,0,qkc9xYbOFDLhPyA6Kdr8lQ,0,4,2009-07-16,review,0
xkU1vZcQ6KDGVcP_SP4xNA,osfikvRXfWSLUwud75MEsw,,0,59U8McUEjsRC_7h4ALk12Q,0,4,2009-07-28,review,0
zAOHb4mnbrQ5D4Je3Tdhhg,ZbX2168_QhKn2EJA_ffkmA,,0,lmDV-oW_dNn8kGHBbuNzXg,0,5,2009-08-03,review,0
0o0VMEJeQY0pAAZ9nxErBA,qtkL_q7fXUJF9VcGxfro3w,,2,e9nN4XxjdHj4qtKCOPq_vg,2,4,2009-08-07,review,4
hDlSSyDreM9xY4yQWPm54w,0vSvhsBOX_qYgADJnu3rDQ,,2,Qn8vxCWqe8FL_5MNcc4tpg,0,2,2009-08-08,review,2
#NAME?,a-l-bLRPRlHAk72HxiejJw,,0,qkc9xYbOFDLhPyA6Kdr8lQ,0,4,2009-08-10,review,0
A7B8l4bO15tVkpD-5TD2zQ,RufeQcMKus42le0OdK_1xg,,1,e9nN4XxjdHj4qtKCOPq_vg,2,5,2009-08-13,review,1
IrwWKJ6hfDfcblSv2VKrpA,DdQIcbZuQnfw1JZBmWxb9A,,3,Z4YXlAavaSKyFPCxEuEqpg,4,1,2009-08-14,review,4
vYxPhMTxCy5Lgbtyj3Shzw,boLnRkw4wsycFQ1th6WIYQ,,0,qkc9xYbOFDLhPyA6Kdr8lQ,0,4,2009-08-17,review,0
5Pwb1bswRwnEDuBL6etRWg,e1kTUJEmtw-Jvu_WBIJIIg,,0,C0r1yj7CBKMXc4Up_5Nmhg,0,3,2009-08-21,review,0
